Page Name,User Name,Facebook Id,Page Category,Page Admin Top Country,Page Description,Page Created,Likes at Posting,Followers at Posting,Post Created,Post Created Date,Post Created Time,Type,Total Interactions,Likes,Comments,Shares,Love,Wow,Haha,Sad,Angry,Care,Video Share Status,Is Video Owner?,Post Views,Total Views,Total Views For All Crossposts,Video Length,URL,Message,Link,Final Link,Image Text,Link Text,Description,Sponsor Id,Sponsor Name,Sponsor Category,Overperforming Score (weighted  —  Likes 1x Shares 1x Comments 1x Love 1x Wow 1x Haha 1x Sad 1x Angry 1x Care 1x )
AIPA,ouraipaourasean,314083342095588,NONPROFIT ORGANIZATION,ID,AIPA (ASEAN Inter-Parliamentary Assembly) is a regional parliamentary organization consist of the 10 parliaments of ASEAN Member States. ,2018-07-06 09:14:09 SGT,N/A,N/A,2017-05-16 15:39:49 SGT,2017-05-16,15:39:49,Link,40,35,0,5,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/314083342095588/posts/609667952537124,"House of Representatives of the Philippines The AIPA Message delivered by Alvarez during the Interface of ASEAN leaders with AIPA parliamentarians last April 29 committed AIPA to be a vehicle of peace and stability in the region by working closely with the ASEAN in addressing regional concerns such as terrorism, the South China Sea and other maritime issues, drug trafficking, and promotion of migrant workers’ rights, among others.",http://www.congress.gov.ph/photojournal/zoom.php?photoid=1188,,,House of Representatives,Delegates to the 38th annual meeting of the ASEAN Inter-Parliamentary Assembly (AIPA) led by House Speaker and AIPA President Pantaleon D. Alvarez gather to finalize their message to ASEAN leaders. The AIPA Message delivered by Alvarez during the Interface of ASEAN leaders with AIPA parliamentarians...,,,,2.11
Anac-IP Partylist,anacip.org,424033544343698,POLITICAL ORGANIZATION,PH,"Anac-Ip Partylist is an organization committed to the preservation, protection and promotion of the rights, welfare and future of indigenous peoples.",2018-03-31 11:57:41 SGT,N/A,N/A,2018-03-07 17:45:36 SGT,2018-03-07,17:45:36,Photo,38,30,0,8,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/424033544343698/posts/1631305920283115,"HELPING SMALL ORGANIC FARMERS Members of the House committee on agriculture and food chaired by Rep. Jose Panganiban Jr. listen as Agriculture Undersecretary Bernadette Romulo-Puyat explains the agency is proposing the recognition of other organic guaranty system “to address the issue of the high cost of the third party organic certification and the limited number of certifying bodies."" Likewise, the DA is proposing the creation of a government certifying body similar to the DA’s GAP or the Good Agricultural Practices wherein relevant government regulatory agencies conduct inspection and certification. She said with these proposals, small organic farmers, guaranteed through the participatory guaranty system (PSG) and the government’s organic certifying body (OCB), would be allowed to label their produce organic. The panel deliberated on the bills which seek to amend/repeal Republic Act 10068 or the Organic Agriculture Act of 2010. It decided to create a technical working group with Panganiban as chairman to further study House Bills 1043, 4013, 5412, 6042, 6460 and 6566. Members who attended the hearing included Deputy Speakers Linabelle Ruth Villarica and Sharon Garin, Reps. Eric Olivarez, Luis Raymund Villafuerte, Jr., Cecilia Leonila Chavez, Micaela Violago, Manuel Sagarbarria, Francisco Datol, Jr., Ariel Casilao, Wilfredo Caminero, Peter Unabia, Orestes Salon, Fernando Gonzalez, Vicente Veloso, and Anthony Bravo. (MVI Palomar/ G Manalo) Source: http://www.congress.gov.ph/photojournal/zoom.php?photoid=1460",https://www.facebook.com/anacip.org/photos/a.430108460402873/1631305276949846/?type=3,,,,,,,,1.36
Rep. Johnny T. Pimentel,CongJohnnyPimentel,285767998463304,POLITICIAN,PH,"This is the Official Facebook Page of Rep. Johnny T. Pimentel
",2018-03-31 11:02:43 SGT,N/A,N/A,2017-02-24 14:33:43 SGT,2017-02-24,14:33:43,Link,37,34,0,2,1,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/285767998463304/posts/396398454066924,"""The House committee on good government and public accountability chaired by Rep. Johnny T. Pimentel (2nd District, Surigao del Sur) started the inquiry on the 15-year, P3.2 billion lease contract entered into by the Philippine Gaming and Amusement Corporation (Pagcor) with Vanderwood Management Corp. for a 6,500 sq. m. area casino gaming facility at the Museo ng Maynila Complex in the amount of P13 million monthly rental. Of the total amount, P234 million has already been paid, representing 12 months advance rental and six months security deposit, even without the existence of the gaming building yet. The city government leased the property to Oceanville Hotel and Spa Corp. in January 2014 for P300,000 a month. Oceanville then subleased the property to Vanderwood for the same amount. Speaker Pantaleon D. Alvarez asked former Pagcor chairman Cristino Naguiat Jr. and other Pagcor officials why they agreed to the deal when the building has not yet been built."" http://www.congress.gov.ph/photojournal/zoom.php?photoid=1149",http://www.congress.gov.ph/photojournal/zoom.php?photoid=1149,,,House of Representatives,"The House committee on good government and public accountability chaired by Rep. Johnny T. Pimentel (2nd District, Surigao del Sur) started the inquiry on the 15-year, P3.2 billion lease contract entered into by the Philippine Gaming and Amusement Corporation (Pagcor) with Vanderwood Management Corp...",,,,-1.49
Cancer Coalition Philippines,CancerCoalitionPH,1540600809569910,CAUSE,PH,We are a national network advocating for the elimination of barriers to cancer care by institutionalizing cancer-related government policies into law.,2020-06-11 10:15:05 SGT,N/A,N/A,2019-05-23 09:36:42 SGT,2019-05-23,09:36:42,Link,35,25,0,6,4,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/1540600809569910/posts/2056581854638467,http://www.congress.gov.ph/photojournal/zoom.php?photoid=1952&fbclid=IwAR3dTz85qF-Wp5SJ5VTmNIhA7dsjbU4EL8lBFkqUYwoWN-pj40d5GOyG1Us,http://www.congress.gov.ph/photojournal/zoom.php?photoid=1952&fbclid=IwAR3dTz85qF-Wp5SJ5VTmNIhA7dsjbU4EL8lBFkqUYwoWN-pj40d5GOyG1Us,,,House of Representatives,"The Department of Health on Tuesday presented its proposed implementing rules and regulations (IRR) for Republic Act 11215, or the ""National Integrated Cancer Control Act"", to the House Committee on Health chaired by Rep. Angelina Tan (4th District Quezon). Among the issues discussed was the devolut...",,,,-1.03
"Isabela I Electric Cooperative, Inc.",ISELCO1,308678536334991,LOCAL BUSINESS,PH,"Vision - An excellent power service distributor in the archipelago focused on bringing delight to our member-consumer-owners.

Mission -  To deliver high quality electric service responsive to the changing consumer's demand.",2019-04-02 14:20:13 SGT,44955,46347,2021-01-13 19:55:09 SGT,2021-01-13,19:55:09,Link,35,31,1,2,1,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/308678536334991/posts/936060763596762,"The House Committee on Cooperative Development hit the ground running on Tuesday as it held its first organizational meeting of the year. Led by Committee Chair Rep. Presley De Jesus, the panel convened for a briefing by the Cooperative Development Authority (CDA) on the developments in the sector.",http://www.congress.gov.ph/photojournal/zoom.php?photoid=2738,,,House of Representatives Photo Journals,House of Representatives Photo Journals,,,,1.13
"Atty. Reynaldo ""RU"" Umali",ReyUmaliOnline,1440546389501680,GOVERNMENT OFFICIAL,PH,"3rd-termer Representative, 2nd District of Oriental Mindoro. 
Chairman, Committee on Justice, House of Representatives.",2018-03-31 10:23:45 SGT,N/A,N/A,2018-01-19 16:17:01 SGT,2018-01-19,16:17:01,Photo,34,19,0,15,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/1440546389501680/posts/1982125032010477,"SERENO’S LAND CRUISER QUESTIONED ""The House committee on justice questioned the use of public funds for the purchase of a P5-million brand-new Toyota Land Cruiser 2017 model for personal use by Supreme Court Chief Justice Maria Lourdes Sereno, aside from the Hyundai Grand Starex Gold already assigned to her. The purchase of the Toyota Land Cruiser is one of the allegations in the impeach complaint filed against Sereno by Atty. Lorenzo Gadon."" From: House of Representatives of the Philippines Photo Journals Source: http://www.congress.gov.ph/photojournal/zoom.php?photoid=1392",https://www.facebook.com/ReyUmaliOnline/photos/a.1488382568051395/1982124572010523/?type=3,,,,,,,,-2.74
Cong. Mannix Dalipe - Page,congmannix,1871757276390999,PUBLIC FIGURE,PH,"Official Facebook Page of Congressman Manuel Jose “Mannix"" M. Dalipe (2nd District of Zamboanga City, 18th Congress of the Philippines)",2017-07-22 14:58:09 SGT,940,N/A,2017-08-15 14:21:05 SGT,2017-08-15,14:21:05,Link,31,29,0,1,1,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/1871757276390999/posts/1983222801911112,"House Speaker Pantaleon Alvarez thanks his colleagues for continuously working hard to pass vital socio-economic bills that will benefit the people, during a plenary session on Wednesday.",http://www.congress.gov.ph/photojournal/zoom.php?photoid=1267,,,House of Representatives,"House Speaker Pantaleon Alvarez thanks his colleagues for continuously working hard to pass vital socio-economic bills that will benefit the people, during a plenary session on Wednesday. Legislators approved on third and final reading six important measures, specifically: An Act Providing for a Mag...",,,,-4.16
Congressman Cesar Vergara Sarmiento,CongCesarSarmiento,1186163471396465,POLITICIAN,PH,"This is the Official facebook page of Former Congressman Cesar V. Sarmiento, Lone District of Catanduanes

#CatanduanesSerbihan",2018-03-31 10:57:52 SGT,3428,N/A,2018-09-28 09:23:58 SGT,2018-09-28,09:23:58,Link,31,22,1,7,1,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/1186163471396465/posts/2208786349134167,"SUSTAINABLE TRANSPORTATION Commuters may soon enjoy a greener and more efficient transportation system, as the House Committee on Transportation chaired by Rep. Cesar Sarmiento (Lone District, Catanduanes) approved on Wednesday a draft substitute bill seeking to promote sustainable and alternative modes of transportation. The bill aims to improve the health of the Filipino commuting public, increase efficiency, reduce road congestion, and contribute to better air quality. It is principally authored by Sarmiento. The panel also approved the creation of technical working groups which will consolidate road safety awareness measures and update road safety laws. Present during the hearing were Deputy Speaker Prospero Pichay Jr., Reps. Florida Robes, Romeo Acop, Joseph Stephen Paduano, Bayani Fernando, Yul Servo, and Federico Sandoval II, among others. Guest resource persons include Department of Transportation Assistant Secretary Manuel Gonzales, Philippine National Police PCSupt. Roberto Fajardo, and Land Transportation Office chief Assistant Secretary Edgar Galvante. | Gilbert Engay / Czarina Engracia Souce: http://www.congress.gov.ph/photojournal/zoom.php?photoid=1675&key=cesar%20sarmiento",http://www.congress.gov.ph/photojournal/zoom.php?photoid=1675&key=cesar+sarmiento,,,House of Representatives,"Commuters may soon enjoy a greener and more efficient transportation system, as the House Committee on Transportation chaired by Rep. Cesar Sarmiento (Lone District, Catanduanes) approved on Wednesday a draft substitute bill seeking to promote sustainable and alternative modes of transportation. The...",,,,1.11
Cameleon Association Inc. Philippines,cameleonphils,167683139973119,NONPROFIT ORGANIZATION,PH,CAMELEON Association Inc is a non-profit organization working for the protection & healing of young girl survivors of sexual abuse in Western Visayas. The association also provides educational & livelihood support to disadvantaged youth and their families,2021-01-15 10:16:47 SGT,N/A,N/A,2018-03-15 21:35:54 SGT,2018-03-15,21:35:54,Link,30,25,0,0,3,2,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/167683139973119/posts/1864305230310893,CAMELEON is now part of the national team pushing towards increasing the Age of Sexual Consent from 12 to 16. http://www.congress.gov.ph/photojournal/zoom.php?photoid=1467,http://www.congress.gov.ph/photojournal/zoom.php?photoid=1467,,,House of Representatives,"The House Committee on Welfare of Children chaired by Zamboanga del Sur Rep. Divina Grace Yu started its initial deliberation on House Bill 6257, seeking to prohibit the entry of foreign sex offenders and aliens in conflict with child protection laws. One of the resource persons, lawyer Eric Mallong...",,,,-4.17
AMIN - Anak Mindanao Partylist,AMINpartylist,274285867347,POLITICAL PARTY,PH,"Duly registered tri-people regional political party of the Moro, Lumad and Settlers whose membership come from the marginalized sectors.",2019-10-29 11:58:26 SGT,N/A,N/A,2019-05-27 22:29:49 SGT,2019-05-27,22:29:49,Link,30,27,0,3,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/274285867347/posts/10157071887417348,"May 27, 2019 - ""The House Subcommittee on Marawi Rehabilitation, chaired by Rep. Makmod Mending Jr. (Party-list, AMIN), under the Committee on Disaster Management, continued to pursue the rehabilitation and development of Marawi as it conducted on Monday Its last meeting before the 17th Congress ends. The panel ensured that the implementing agencies of Task Force Bangon Marawi (TFBM) are fulfilling their duties of providing assistance to the victims of the siege. Other legislators present were Reps. Amihilda Sangcopan, Leopoldo Bataoil, and Cristina ""Chiqui"" Roa-Puno. Meanwhile, resource speakers included Cabinet Secretary Karlo Alexei Nograles, TFBM Chairman and Housing Secretary Eduardo Del Rosario, among others."" http://www.congress.gov.ph/photojournal/zoom.php?photoid=1958",http://www.congress.gov.ph/photojournal/zoom.php?photoid=1958,,,House of Representatives,"The House Subcommittee on Marawi Rehabilitation, chaired by Rep. Makmod Mending Jr. (Party-list, AMIN), under the Committee on Disaster Management, continued to pursue the rehabilitation and development of Marawi as it conducted ion Monday ts last meeting before the 17th Congress ends. The panel ens...",,,,1.15
Serbisyo ni Maricar,serbisyonimaricar,151708414853442,PUBLIC & GOVERNMENT SERVICE,PH,This is the official page of Vice Governor Maricar Zamora,2018-03-31 12:17:40 SGT,3448,N/A,2018-09-22 12:05:22 SGT,2018-09-22,12:05:22,Link,30,29,0,1,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/151708414853442/posts/2149730685051195,HOUSE SCRUTINIZES PRESIDENT’S BUDGET http://www.congress.gov.ph/photojournal/zoom.php?photoid=1688,http://www.congress.gov.ph/photojournal/zoom.php?photoid=1688,,,House of Representatives,"Rep. Ma. Carmen Zamora (1st District, Campostela Valley) responded to queries of House Members, including Minority Leader Danilo Suarez, on the proposed P6.8 billion budget of the Office of the President (OP) for fiscal year 2019. Former President and now Speaker Gloria Macapagal-Arroyo was also pre...",,,,-1.67
Rep. Johnny T. Pimentel,CongJohnnyPimentel,285767998463304,POLITICIAN,PH,"This is the Official Facebook Page of Rep. Johnny T. Pimentel
",2018-03-31 11:02:43 SGT,N/A,N/A,2017-05-23 15:51:56 SGT,2017-05-23,15:51:56,Link,29,26,0,2,1,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/285767998463304/posts/441281312911971,"The House committee on good government and public accountability chaired by Rep. Johnny T. Pimentel (2nd District, Surigao del Sur) conducting this week a hearing on the alleged anomalous purchase of minicabs, buses and trucks amounting to P66.4 million by several officials and employees of the provincial government of Ilocos Norte using funds from the province’s tobacco excise tax collection share. Attending the hearing were Ilocos Norte legal officer Erme Labayog and board member Da Vinci Crisostomo (upper middle photo), and officials of the Commission on Audit and Department of Budget and Management. The inquiry is based on House Resolution 882 filed by Majority Leader Rep. Rodolfo C. Farinas (left, upper left photo), Deputy Majority Leader Rep. Juan Pablo “Rimpy” P. Bondoc and Rep. Aurelio “Dong” D. Gonzales, Jr. (right, lower photo). The committee cited for contempt several officials and employees of the provincial government of Ilocos Norte for snubbing twice the panel’s invitation to shed light on the alleged anomaly. Per Republic Act 7171, the excise tax collection share is for the self-reliance advancement of tobacco farmers. The purchases were allegedly made without public bidding. (truncated)",http://www.congress.gov.ph/photojournal/zoom.php?photoid=1200,,,House of Representatives,"The House committee on good government and public accountability chaired by Rep. Johnny T. Pimentel (2nd District, Surigao del Sur) conducting this week a hearing on the alleged anomalous purchase of minicabs, buses and trucks amounting to P66.4 million by several officials and employees of the prov...",,,,-1.9
